"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions","Jaccard"
"8200","NZ_HG941719.1","Enterococcus_italicus_DSM_15952_",44,118,"118",2404,"39526",0.048
"8201","EU935739","Actinomyces_neuii_BVS029A5_",84,0,"0",1935,"29700",0
"8202","EU935740","Actinomyces_neuii_BVS029A5_",86,0,"0",1935,"29700",0
"8203","EU935738","Actinomyces_neuii_BVS029A5_",55,0,"0",1935,"29700",0
"8204","NZ_HG941719.1","Actinomyces_neuii_BVS029A5_",44,0,"0",1935,"29700",0
"8205","EU935739","Eubacterium_sulci_ATCC_35585_",84,32,"31",1587,"20433",0.019
"8206","EU935740","Eubacterium_sulci_ATCC_35585_",86,32,"31",1587,"20433",0.019
"8207","EU935738","Eubacterium_sulci_ATCC_35585_",55,32,"31",1587,"20433",0.019
"8208","NZ_HG941719.1","Eubacterium_sulci_ATCC_35585_",44,32,"31",1587,"20433",0.02
"8209","EU935739","Prevotella_multiformis_DSM_16608_",84,80,"124",2884,"30681",0.027
"8210","EU935740","Prevotella_multiformis_DSM_16608_",86,88,"167",2884,"30681",0.03
"8211","EU935738","Prevotella_multiformis_DSM_16608_",55,69,"115",2884,"30681",0.023
"8212","NZ_HG941719.1","Prevotella_multiformis_DSM_16608_",44,73,"119",2884,"30681",0.025
"8213","EU935739","Streptococcus_peroris_ATCC_700780_",84,54,"52",1638,"34153",0.031
"8214","EU935740","Streptococcus_peroris_ATCC_700780_",86,44,"43",1638,"34153",0.026
"8215","EU935738","Streptococcus_peroris_ATCC_700780_",55,44,"43",1638,"34153",0.026
"8216","NZ_HG941719.1","Streptococcus_peroris_ATCC_700780_",44,54,"52",1638,"34153",0.032
"8217","EU935739","Streptococcus_sanguinis_SK49_",84,67,"67",2272,"37330",0.028
"8218","EU935740","Streptococcus_sanguinis_SK49_",86,71,"86",2272,"37330",0.03
"8219","EU935738","Streptococcus_sanguinis_SK49_",55,88,"94",2272,"37330",0.038
"8220","NZ_HG941719.1","Streptococcus_sanguinis_SK49_",44,76,"75",2272,"37330",0.033
"8221","EU935739","Streptococcus_sanguinis_SK355_",84,54,"52",2320,"37304",0.022
"8222","EU935740","Streptococcus_sanguinis_SK355_",86,67,"82",2320,"37304",0.028
"8223","EU935738","Streptococcus_sanguinis_SK355_",55,45,"44",2320,"37304",0.019
"8224","NZ_HG941719.1","Streptococcus_sanguinis_SK355_",44,54,"52",2320,"37304",0.023
"8225","EU935739","Streptococcus_sanguinis_SK1057_",84,91,"89",2322,"38555",0.038
"8226","EU935740","Streptococcus_sanguinis_SK1057_",86,80,"95",2322,"38555",0.033
"8227","EU935738","Streptococcus_sanguinis_SK1057_",55,74,"73",2322,"38555",0.031
"8228","NZ_HG941719.1","Streptococcus_sanguinis_SK1057_",44,83,"81",2322,"38555",0.035
"8229","EU935739","Prevotella_salivae_DSM_15606_",84,96,"93",2939,"32697",0.032
"8230","EU935740","Prevotella_salivae_DSM_15606_",86,78,"79",2939,"32697",0.026
"8231","EU935738","Prevotella_salivae_DSM_15606_",55,63,"62",2939,"32697",0.021
"8232","NZ_HG941719.1","Prevotella_salivae_DSM_15606_",44,69,"67",2939,"32697",0.023
"8233","EU935739","Streptococcus_australis_ATCC_700641_",84,64,"61",2030,"37627",0.03
"8234","EU935740","Streptococcus_australis_ATCC_700641_",86,86,"100",2030,"37627",0.041
"8235","EU935738","Streptococcus_australis_ATCC_700641_",55,48,"47",2030,"37627",0.023
"8236","NZ_HG941719.1","Streptococcus_australis_ATCC_700641_",44,64,"61",2030,"37627",0.031
"8237","EU935739","Streptococcus_cristatus_ATCC_51100_",84,64,"60",1967,"30666",0.031
"8238","EU935740","Streptococcus_cristatus_ATCC_51100_",86,38,"37",1967,"30666",0.019
"8239","EU935738","Streptococcus_cristatus_ATCC_51100_",55,63,"62",1967,"30666",0.031
"8240","NZ_HG941719.1","Streptococcus_cristatus_ATCC_51100_",44,80,"77",1967,"30666",0.04
"8241","EU935739","Streptococcus_infantis_ATCC_700779_",84,53,"50",1928,"32050",0.026
"8242","EU935740","Streptococcus_infantis_ATCC_700779_",86,36,"35",1928,"32050",0.018
"8243","EU935738","Streptococcus_infantis_ATCC_700779_",55,36,"35",1928,"32050",0.018
"8244","NZ_HG941719.1","Streptococcus_infantis_ATCC_700779_",44,45,"43",1928,"32050",0.023
"8245","EU935739","Spirochaeta_africana_DSM_8902_",84,0,"0",2787,"40323",0
"8246","EU935740","Spirochaeta_africana_DSM_8902_",86,0,"0",2787,"40323",0
"8247","EU935738","Spirochaeta_africana_DSM_8902_",55,0,"0",2787,"40323",0
"8248","NZ_HG941719.1","Spirochaeta_africana_DSM_8902_",44,0,"0",2787,"40323",0
"8249","EU935739","Lactobacillus_acidophilus_30SC_",84,0,"0",2053,"26288",0
"8250","EU935740","Lactobacillus_acidophilus_30SC_",86,0,"0",2053,"26288",0
"8251","EU935738","Lactobacillus_acidophilus_30SC_",55,0,"0",2053,"26288",0
"8252","NZ_HG941719.1","Lactobacillus_acidophilus_30SC_",44,0,"0",2053,"26288",0
"8253","EU935739","Anaerobaculum_mobile_DSM_13181_",84,0,"0",2020,"30473",0
"8254","EU935740","Anaerobaculum_mobile_DSM_13181_",86,0,"0",2020,"30473",0
"8255","EU935738","Anaerobaculum_mobile_DSM_13181_",55,0,"0",2020,"30473",0
"8256","NZ_HG941719.1","Anaerobaculum_mobile_DSM_13181_",44,0,"0",2020,"30473",0
"8257","EU935739","Plautia_stali_symbiont_",84,156,"154",5220,"79776",0.029
"8258","EU935740","Plautia_stali_symbiont_",86,66,"63",5220,"79776",0.012
"8259","EU935738","Plautia_stali_symbiont_",55,133,"131",5220,"79776",0.025
"8260","NZ_HG941719.1","Plautia_stali_symbiont_",44,125,"125",5220,"79776",0.024
"8261","EU935739","Candidatus_Moranella_endobia_PCIT_",84,49,"48",407,"9995",0.1
"8262","EU935740","Candidatus_Moranella_endobia_PCIT_",86,49,"48",407,"9995",0.099
"8263","EU935738","Candidatus_Moranella_endobia_PCIT_",55,49,"48",407,"9995",0.106
"8264","NZ_HG941719.1","Candidatus_Moranella_endobia_PCIT_",44,49,"48",407,"9995",0.109
"8265","EU935739","Eubacterium_limosum_KIST612_",84,0,"0",4637,"48089",0
"8266","EU935740","Eubacterium_limosum_KIST612_",86,0,"0",4637,"48089",0
"8267","EU935738","Eubacterium_limosum_KIST612_",55,0,"0",4637,"48089",0
"8268","NZ_HG941719.1","Eubacterium_limosum_KIST612_",44,0,"0",4637,"48089",0
"8269","EU935739","Holophaga_foetida_DSM_6591_",84,0,"0",3454,"77399",0
"8270","EU935740","Holophaga_foetida_DSM_6591_",86,0,"0",3454,"77399",0
"8271","EU935738","Holophaga_foetida_DSM_6591_",55,0,"0",3454,"77399",0
"8272","NZ_HG941719.1","Holophaga_foetida_DSM_6591_",44,0,"0",3454,"77399",0
"8273","EU935739","Gardnerella_vaginalis_101_",84,0,"0",1157,"19413",0
"8274","EU935740","Gardnerella_vaginalis_101_",86,0,"0",1157,"19413",0
"8275","EU935738","Gardnerella_vaginalis_101_",55,0,"0",1157,"19413",0
"8276","NZ_HG941719.1","Gardnerella_vaginalis_101_",44,0,"0",1157,"19413",0
"8277","EU935739","Streptococcus_downei_F0415_",84,0,"0",2204,"32197",0
"8278","EU935740","Streptococcus_downei_F0415_",86,0,"0",2204,"32197",0
"8279","EU935738","Streptococcus_downei_F0415_",55,0,"0",2204,"32197",0
"8280","NZ_HG941719.1","Streptococcus_downei_F0415_",44,0,"0",2204,"32197",0
"8281","EU935739","Streptococcus_sp._oral_taxon_056_str._F0418_",84,0,"0",1963,"32265",0
"8282","EU935740","Streptococcus_sp._oral_taxon_056_str._F0418_",86,0,"0",1963,"32265",0
"8283","EU935738","Streptococcus_sp._oral_taxon_056_str._F0418_",55,0,"0",1963,"32265",0
"8284","NZ_HG941719.1","Streptococcus_sp._oral_taxon_056_str._F0418_",44,0,"0",1963,"32265",0
"8285","EU935739","Oribacterium_sp._oral_taxon_108_str._F0425_",84,42,"41",2344,"37332",0.017
"8286","EU935740","Oribacterium_sp._oral_taxon_108_str._F0425_",86,42,"41",2344,"37332",0.017
"8287","EU935738","Oribacterium_sp._oral_taxon_108_str._F0425_",55,59,"57",2344,"37332",0.025
"8288","NZ_HG941719.1","Oribacterium_sp._oral_taxon_108_str._F0425_",44,59,"57",2344,"37332",0.025
"8289","EU935739","Streptococcus_vestibularis_F0396_",84,9,"8",1979,"33100",0.004
"8290","EU935740","Streptococcus_vestibularis_F0396_",86,0,"0",1979,"33100",0
"8291","EU935738","Streptococcus_vestibularis_F0396_",55,23,"22",1979,"33100",0.011
"8292","NZ_HG941719.1","Streptococcus_vestibularis_F0396_",44,32,"30",1979,"33100",0.016
"8293","EU935739","Staphylococcus_pettenkoferi_VCU012_",84,0,"0",2345,"27703",0
"8294","EU935740","Staphylococcus_pettenkoferi_VCU012_",86,0,"0",2345,"27703",0
"8295","EU935738","Staphylococcus_pettenkoferi_VCU012_",55,0,"0",2345,"27703",0
"8296","NZ_HG941719.1","Staphylococcus_pettenkoferi_VCU012_",44,0,"0",2345,"27703",0
"8297","EU935739","Nonlabens_ulvanivorans_",84,15,"14",3731,"68056",0.004
"8298","EU935740","Nonlabens_ulvanivorans_",86,0,"0",3731,"68056",0
"8299","EU935738","Nonlabens_ulvanivorans_",55,0,"0",3731,"68056",0
"8300","NZ_HG941719.1","Nonlabens_ulvanivorans_",44,0,"0",3731,"68056",0
"8301","EU935739","Treponema_brennaborense_DSM_12168_",84,0,"0",2534,"35480",0
"8302","EU935740","Treponema_brennaborense_DSM_12168_",86,0,"0",2534,"35480",0
"8303","EU935738","Treponema_brennaborense_DSM_12168_",55,0,"0",2534,"35480",0
"8304","NZ_HG941719.1","Treponema_brennaborense_DSM_12168_",44,0,"0",2534,"35480",0
"8305","EU935739","Helicobacter_pylori_SouthAfrica7_",84,0,"0",1547,"21015",0
"8306","EU935740","Helicobacter_pylori_SouthAfrica7_",86,0,"0",1547,"21015",0
"8307","EU935738","Helicobacter_pylori_SouthAfrica7_",55,0,"0",1547,"21015",0
"8308","NZ_HG941719.1","Helicobacter_pylori_SouthAfrica7_",44,0,"0",1547,"21015",0
"8309","EU935739","Treponema_saccharophilum_DSM_2985_",84,0,"0",2838,"48902",0
"8310","EU935740","Treponema_saccharophilum_DSM_2985_",86,0,"0",2838,"48902",0
"8311","EU935738","Treponema_saccharophilum_DSM_2985_",55,0,"0",2838,"48902",0
"8312","NZ_HG941719.1","Treponema_saccharophilum_DSM_2985_",44,0,"0",2838,"48902",0
"8313","EU935739","Leuconostoc_fallax_KCTC_3537_",84,0,"0",1860,"31345",0
"8314","EU935740","Leuconostoc_fallax_KCTC_3537_",86,0,"0",1860,"31345",0
"8315","EU935738","Leuconostoc_fallax_KCTC_3537_",55,0,"0",1860,"31345",0
"8316","NZ_HG941719.1","Leuconostoc_fallax_KCTC_3537_",44,0,"0",1860,"31345",0
"8317","EU935739","Eremococcus_coleocola_ACS-139-V-Col8_",84,0,"0",1720,"32824",0
"8318","EU935740","Eremococcus_coleocola_ACS-139-V-Col8_",86,0,"0",1720,"32824",0
"8319","EU935738","Eremococcus_coleocola_ACS-139-V-Col8_",55,0,"0",1720,"32824",0
"8320","NZ_HG941719.1","Eremococcus_coleocola_ACS-139-V-Col8_",44,0,"0",1720,"32824",0
"8321","EU935739","Peptoniphilus_harei_ACS-146-V-Sch2b_",84,0,"0",1724,"29073",0
"8322","EU935740","Peptoniphilus_harei_ACS-146-V-Sch2b_",86,0,"0",1724,"29073",0
"8323","EU935738","Peptoniphilus_harei_ACS-146-V-Sch2b_",55,0,"0",1724,"29073",0
"8324","NZ_HG941719.1","Peptoniphilus_harei_ACS-146-V-Sch2b_",44,0,"0",1724,"29073",0
"8325","EU935739","Lactobacillus_oris_PB013-T2-3_",84,5,"4",2038,"23558",0.002
"8326","EU935740","Lactobacillus_oris_PB013-T2-3_",86,0,"0",2038,"23558",0
"8327","EU935738","Lactobacillus_oris_PB013-T2-3_",55,0,"0",2038,"23558",0
"8328","NZ_HG941719.1","Lactobacillus_oris_PB013-T2-3_",44,5,"4",2038,"23558",0.002
"8329","EU935739","Clostridium_sp._HGF2_",84,16,"15",4200,"226863",0.004
"8330","EU935740","Clostridium_sp._HGF2_",86,23,"22",4200,"226863",0.005
"8331","EU935738","Clostridium_sp._HGF2_",55,0,"0",4200,"226863",0
"8332","NZ_HG941719.1","Clostridium_sp._HGF2_",44,16,"15",4200,"226863",0.004
"8333","EU935739","Alistipes_sp._HGB5_",84,19,"18",2955,"45744",0.006
"8334","EU935740","Alistipes_sp._HGB5_",86,0,"0",2955,"45744",0
"8335","EU935738","Alistipes_sp._HGB5_",55,0,"0",2955,"45744",0
"8336","NZ_HG941719.1","Alistipes_sp._HGB5_",44,0,"0",2955,"45744",0
"8337","EU935739","Prevotella_dentalis_DSM_3688_",84,49,"45",2569,"26930",0.018
"8338","EU935740","Prevotella_dentalis_DSM_3688_",86,73,"75",2569,"26930",0.027
"8339","EU935738","Prevotella_dentalis_DSM_3688_",55,34,"33",2569,"26930",0.013
"8340","NZ_HG941719.1","Prevotella_dentalis_DSM_3688_",44,63,"60",2569,"26930",0.024
"8341","EU935739","Actinokineospora_sp._EG49_",84,0,"0",6634,"100112",0
"8342","EU935740","Actinokineospora_sp._EG49_",86,0,"0",6634,"100112",0
"8343","EU935738","Actinokineospora_sp._EG49_",55,0,"0",6634,"100112",0
"8344","NZ_HG941719.1","Actinokineospora_sp._EG49_",44,0,"0",6634,"100112",0
"8345","EU935739","Syntrophorhabdus_aromaticivorans_UI_",84,0,"0",3487,"57268",0
"8346","EU935740","Syntrophorhabdus_aromaticivorans_UI_",86,0,"0",3487,"57268",0
"8347","EU935738","Syntrophorhabdus_aromaticivorans_UI_",55,0,"0",3487,"57268",0
"8348","NZ_HG941719.1","Syntrophorhabdus_aromaticivorans_UI_",44,0,"0",3487,"57268",0
"8349","EU935739","SAR116_cluster_alpha_proteobacterium_HIMB100_",84,0,"0",2334,"39383",0
"8350","EU935740","SAR116_cluster_alpha_proteobacterium_HIMB100_",86,0,"0",2334,"39383",0
"8351","EU935738","SAR116_cluster_alpha_proteobacterium_HIMB100_",55,0,"0",2334,"39383",0
"8352","NZ_HG941719.1","SAR116_cluster_alpha_proteobacterium_HIMB100_",44,0,"0",2334,"39383",0
"8353","EU935739","Streptococcus_pseudoporcinus_SPIN_20026_",84,0,"0",2030,"32060",0
"8354","EU935740","Streptococcus_pseudoporcinus_SPIN_20026_",86,0,"0",2030,"32060",0
"8355","EU935738","Streptococcus_pseudoporcinus_SPIN_20026_",55,0,"0",2030,"32060",0
"8356","NZ_HG941719.1","Streptococcus_pseudoporcinus_SPIN_20026_",44,0,"0",2030,"32060",0
"8357","EU935739","Dialister_microaerophilus_UPII_345-E_",84,0,"0",1310,"22638",0
"8358","EU935740","Dialister_microaerophilus_UPII_345-E_",86,0,"0",1310,"22638",0
"8359","EU935738","Dialister_microaerophilus_UPII_345-E_",55,0,"0",1310,"22638",0
"8360","NZ_HG941719.1","Dialister_microaerophilus_UPII_345-E_",44,0,"0",1310,"22638",0
"8361","EU935739","Ewingella_americana_ATCC_33852_",84,152,"153",4399,"77221",0.034
"8362","EU935740","Ewingella_americana_ATCC_33852_",86,106,"105",4399,"77221",0.024
"8363","EU935738","Ewingella_americana_ATCC_33852_",55,80,"79",4399,"77221",0.018
"8364","NZ_HG941719.1","Ewingella_americana_ATCC_33852_",44,86,"84",4399,"77221",0.019
"8365","EU935739","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_",84,108,"104",4629,"63135",0.023
"8366","EU935740","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_",86,63,"62",4629,"63135",0.013
"8367","EU935738","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_",55,38,"37",4629,"63135",0.008
"8368","NZ_HG941719.1","Leclercia_adecarboxylata_ATCC_23216_=_NBRC_102595_",44,40,"38",4629,"63135",0.009
"8369","EU935739","Pseudovibrio_sp._FO-BEG1_",84,9,"8",5475,"71110",0.002
"8370","EU935740","Pseudovibrio_sp._FO-BEG1_",86,0,"0",5475,"71110",0
"8371","EU935738","Pseudovibrio_sp._FO-BEG1_",55,8,"7",5475,"71110",0.001
"8372","NZ_HG941719.1","Pseudovibrio_sp._FO-BEG1_",44,8,"7",5475,"71110",0.001
"8373","EU935739","Weissella_cibaria_KACC_11862_",84,121,"146",2100,"25527",0.055
"8374","EU935740","Weissella_cibaria_KACC_11862_",86,62,"61",2100,"25527",0.028
"8375","EU935738","Weissella_cibaria_KACC_11862_",55,102,"106",2100,"25527",0.047
"8376","NZ_HG941719.1","Weissella_cibaria_KACC_11862_",44,70,"68",2100,"25527",0.033
"8377","EU935739","Pseudomonas_sp._CF149_",84,0,"0",4731,"98032",0
"8378","EU935740","Pseudomonas_sp._CF149_",86,0,"0",4731,"98032",0
"8379","EU935738","Pseudomonas_sp._CF149_",55,0,"0",4731,"98032",0
"8380","NZ_HG941719.1","Pseudomonas_sp._CF149_",44,0,"0",4731,"98032",0
"8381","EU935739","Lysobacter_arseniciresistens_ZS79_",84,0,"0",2363,"35016",0
"8382","EU935740","Lysobacter_arseniciresistens_ZS79_",86,0,"0",2363,"35016",0
"8383","EU935738","Lysobacter_arseniciresistens_ZS79_",55,0,"0",2363,"35016",0
"8384","NZ_HG941719.1","Lysobacter_arseniciresistens_ZS79_",44,0,"0",2363,"35016",0
"8385","EU935739","Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001_",84,0,"0",2718,"40779",0
"8386","EU935740","Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001_",86,0,"0",2718,"40779",0
"8387","EU935738","Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001_",55,0,"0",2718,"40779",0
"8388","NZ_HG941719.1","Lactobacillus_coryniformis_subsp._coryniformis_KCTC_3167_=_DSM_20001_",44,0,"0",2718,"40779",0
"8389","EU935739","Desulfosporosinus_sp._OT_",84,14,"12",6213,"103963",0.002
"8390","EU935740","Desulfosporosinus_sp._OT_",86,0,"0",6213,"103963",0
"8391","EU935738","Desulfosporosinus_sp._OT_",55,0,"0",6213,"103963",0
"8392","NZ_HG941719.1","Desulfosporosinus_sp._OT_",44,0,"0",6213,"103963",0
"8393","EU935739","Sediminibacterium_sp._OR53_",84,0,"0",3041,"40174",0
"8394","EU935740","Sediminibacterium_sp._OR53_",86,0,"0",3041,"40174",0
"8395","EU935738","Sediminibacterium_sp._OR53_",55,0,"0",3041,"40174",0
"8396","NZ_HG941719.1","Sediminibacterium_sp._OR53_",44,0,"0",3041,"40174",0
"8397","EU935739","Xanthomonas_vesicatoria_ATCC_35937_",84,8,"7",5032,"56371",0.002
"8398","EU935740","Xanthomonas_vesicatoria_ATCC_35937_",86,0,"0",5032,"56371",0
"8399","EU935738","Xanthomonas_vesicatoria_ATCC_35937_",55,0,"0",5032,"56371",0
"8400","NZ_HG941719.1","Xanthomonas_vesicatoria_ATCC_35937_",44,8,"7",5032,"56371",0.002
"8401","EU935739","Adhaeribacter_aquaticus_DSM_16391_",84,0,"0",4165,"65569",0
"8402","EU935740","Adhaeribacter_aquaticus_DSM_16391_",86,0,"0",4165,"65569",0
"8403","EU935738","Adhaeribacter_aquaticus_DSM_16391_",55,0,"0",4165,"65569",0
"8404","NZ_HG941719.1","Adhaeribacter_aquaticus_DSM_16391_",44,0,"0",4165,"65569",0
"8405","EU935739","Caldilinea_aerophila_DSM_14535_=_NBRC_104270_",84,115,"117",4119,"54293",0.027
"8406","EU935740","Caldilinea_aerophila_DSM_14535_=_NBRC_104270_",86,72,"71",4119,"54293",0.017
"8407","EU935738","Caldilinea_aerophila_DSM_14535_=_NBRC_104270_",55,103,"106",4119,"54293",0.025
"8408","NZ_HG941719.1","Caldilinea_aerophila_DSM_14535_=_NBRC_104270_",44,84,"82",4119,"54293",0.02
"8409","EU935739","Capnocytophaga_cynodegmi_DSM_19736_",84,9,"8",2360,"30608",0.004
"8410","EU935740","Capnocytophaga_cynodegmi_DSM_19736_",86,0,"0",2360,"30608",0
"8411","EU935738","Capnocytophaga_cynodegmi_DSM_19736_",55,0,"0",2360,"30608",0
"8412","NZ_HG941719.1","Capnocytophaga_cynodegmi_DSM_19736_",44,0,"0",2360,"30608",0
"8413","EU935739","Deinococcus_pimensis_DSM_21231_",84,0,"0",5186,"57472",0
"8414","EU935740","Deinococcus_pimensis_DSM_21231_",86,0,"0",5186,"57472",0
"8415","EU935738","Deinococcus_pimensis_DSM_21231_",55,0,"0",5186,"57472",0
"8416","NZ_HG941719.1","Deinococcus_pimensis_DSM_21231_",44,0,"0",5186,"57472",0
"8417","EU935739","Echinicola_vietnamensis_DSM_17526_",84,11,"10",4562,"44467",0.002
"8418","EU935740","Echinicola_vietnamensis_DSM_17526_",86,0,"0",4562,"44467",0
"8419","EU935738","Echinicola_vietnamensis_DSM_17526_",55,0,"0",4562,"44467",0
"8420","NZ_HG941719.1","Echinicola_vietnamensis_DSM_17526_",44,0,"0",4562,"44467",0
"8421","EU935739","Joostella_marina_DSM_19592_",84,14,"13",3858,"57112",0.004
"8422","EU935740","Joostella_marina_DSM_19592_",86,0,"0",3858,"57112",0
"8423","EU935738","Joostella_marina_DSM_19592_",55,0,"0",3858,"57112",0
"8424","NZ_HG941719.1","Joostella_marina_DSM_19592_",44,0,"0",3858,"57112",0
"8425","EU935739","Meiothermus_chliarophilus_DSM_9957_",84,0,"0",4319,"67395",0
"8426","EU935740","Meiothermus_chliarophilus_DSM_9957_",86,0,"0",4319,"67395",0
"8427","EU935738","Meiothermus_chliarophilus_DSM_9957_",55,0,"0",4319,"67395",0
"8428","NZ_HG941719.1","Meiothermus_chliarophilus_DSM_9957_",44,0,"0",4319,"67395",0
"8429","EU935739","Orenia_marismortui_DSM_5156_",84,0,"0",3235,"56327",0
"8430","EU935740","Orenia_marismortui_DSM_5156_",86,0,"0",3235,"56327",0
"8431","EU935738","Orenia_marismortui_DSM_5156_",55,0,"0",3235,"56327",0
"8432","NZ_HG941719.1","Orenia_marismortui_DSM_5156_",44,0,"0",3235,"56327",0
"8433","EU935739","Owenweeksia_hongkongensis_DSM_17368_",84,10,"9",3489,"35167",0.003
"8434","EU935740","Owenweeksia_hongkongensis_DSM_17368_",86,0,"0",3489,"35167",0
"8435","EU935738","Owenweeksia_hongkongensis_DSM_17368_",55,0,"0",3489,"35167",0
"8436","NZ_HG941719.1","Owenweeksia_hongkongensis_DSM_17368_",44,0,"0",3489,"35167",0
"8437","EU935739","Promicromonospora_kroppenstedtii_DSM_19349_",84,0,"0",6309,"80143",0
"8438","EU935740","Promicromonospora_kroppenstedtii_DSM_19349_",86,0,"0",6309,"80143",0
"8439","EU935738","Promicromonospora_kroppenstedtii_DSM_19349_",55,0,"0",6309,"80143",0
"8440","NZ_HG941719.1","Promicromonospora_kroppenstedtii_DSM_19349_",44,0,"0",6309,"80143",0
"8441","EU935739","Terriglobus_roseus_DSM_18391_",84,0,"0",4520,"47031",0
"8442","EU935740","Terriglobus_roseus_DSM_18391_",86,0,"0",4520,"47031",0
"8443","EU935738","Terriglobus_roseus_DSM_18391_",55,0,"0",4520,"47031",0
"8444","NZ_HG941719.1","Terriglobus_roseus_DSM_18391_",44,0,"0",4520,"47031",0
"8445","EU935739","Thermanaerovibrio_velox_DSM_12556_",84,0,"0",1739,"37741",0
"8446","EU935740","Thermanaerovibrio_velox_DSM_12556_",86,0,"0",1739,"37741",0
"8447","EU935738","Thermanaerovibrio_velox_DSM_12556_",55,0,"0",1739,"37741",0
"8448","NZ_HG941719.1","Thermanaerovibrio_velox_DSM_12556_",44,0,"0",1739,"37741",0
"8449","EU935739","Anaerolinea_thermophila_UNI-1_",84,58,"56",3186,"41069",0.018
"8450","EU935740","Anaerolinea_thermophila_UNI-1_",86,0,"0",3186,"41069",0
"8451","EU935738","Anaerolinea_thermophila_UNI-1_",55,41,"40",3186,"41069",0.013
"8452","NZ_HG941719.1","Anaerolinea_thermophila_UNI-1_",44,17,"16",3186,"41069",0.005
"8453","EU935739","Halonatronum_saccharophilum_DSM_13868_",84,0,"0",2746,"47982",0
"8454","EU935740","Halonatronum_saccharophilum_DSM_13868_",86,0,"0",2746,"47982",0
"8455","EU935738","Halonatronum_saccharophilum_DSM_13868_",55,0,"0",2746,"47982",0
"8456","NZ_HG941719.1","Halonatronum_saccharophilum_DSM_13868_",44,0,"0",2746,"47982",0
"8457","EU935739","Alkaliflexus_imshenetskii_DSM_15055_",84,0,"0",3204,"46883",0
"8458","EU935740","Alkaliflexus_imshenetskii_DSM_15055_",86,0,"0",3204,"46883",0
"8459","EU935738","Alkaliflexus_imshenetskii_DSM_15055_",55,0,"0",3204,"46883",0
"8460","NZ_HG941719.1","Alkaliflexus_imshenetskii_DSM_15055_",44,0,"0",3204,"46883",0
"8461","EU935739","Streptococcus_oralis_Uo5_",84,64,"71",1907,"24111",0.032
"8462","EU935740","Streptococcus_oralis_Uo5_",86,0,"0",1907,"24111",0
"8463","EU935738","Streptococcus_oralis_Uo5_",55,27,"26",1907,"24111",0.014
"8464","NZ_HG941719.1","Streptococcus_oralis_Uo5_",44,10,"9",1907,"24111",0.005
"8465","EU935739","Synechocystis_sp._PCC_7509_",84,0,"0",4828,"64676",0
"8466","EU935740","Synechocystis_sp._PCC_7509_",86,0,"0",4828,"64676",0
